trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2025-02-13|Bus|Chatswood|0|<100|<100
2025-02-13|Bus|Macquarie Park|0|<100|<100
2025-02-13|Bus|Newcastle and surrounds|0|<100|<100
2025-02-13|Bus|North Sydney|0|<100|<100
2025-02-13|Bus|Other|0|1100|1300
2025-02-13|Bus|Parramatta|0|<100|<100
2025-02-13|Bus|Strathfield|0|<100|<100
2025-02-13|Bus|Sydney CBD|0|700|400
2025-02-13|Bus|All - NSW|0|1800|1700
2025-02-13|Bus|Chatswood|1|<100|<100
2025-02-13|Bus|Macquarie Park|1|<100|<100
2025-02-13|Bus|North Sydney|1|<100|<100
2025-02-13|Bus|Other|1|400|500
2025-02-13|Bus|Parramatta|1|<100|<100
2025-02-13|Bus|Strathfield|1|<100|<100
2025-02-13|Bus|Sydney CBD|1|400|300
2025-02-13|Bus|All - NSW|1|800|800
2025-02-13|Bus|Chatswood|2|<100|<100
2025-02-13|Bus|Macquarie Park|2|<100|<100
2025-02-13|Bus|North Sydney|2|<100|<100
2025-02-13|Bus|Other|2|400|400
2025-02-13|Bus|Parramatta|2|<100|<100
2025-02-13|Bus|Strathfield|2|<100|<100
2025-02-13|Bus|Sydney CBD|2|300|200
2025-02-13|Bus|All - NSW|2|700|600
2025-02-13|Bus|Chatswood|3|<100|<100
2025-02-13|Bus|Macquarie Park|3|<100|<100
2025-02-13|Bus|North Sydney|3|<100|<100
2025-02-13|Bus|Other|3|400|400
2025-02-13|Bus|Parramatta|3|<100|<100
2025-02-13|Bus|Strathfield|3|<100|<100
2025-02-13|Bus|Sydney CBD|3|200|200
2025-02-13|Bus|All - NSW|3|600|600
2025-02-13|Bus|Chatswood|4|<100|<100
2025-02-13|Bus|Macquarie Park|4|<100|<100
2025-02-13|Bus|North Sydney|4|<100|<100
2025-02-13|Bus|Other|4|1700|1000
2025-02-13|Bus|Parramatta|4|<100|<100
2025-02-13|Bus|Strathfield|4|<100|<100
2025-02-13|Bus|Sydney CBD|4|200|200
2025-02-13|Bus|All - NSW|4|1900|1200
