trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2025-07-07|Bus|Chatswood|0|<100|<100
2025-07-07|Bus|Macquarie Park|0|<100|<100
2025-07-07|Bus|North Sydney|0|<100|<100
2025-07-07|Bus|Other|0|700|900
2025-07-07|Bus|Parramatta|0|<100|<100
2025-07-07|Bus|Strathfield|0|<100|<100
2025-07-07|Bus|Sydney CBD|0|400|300
2025-07-07|Bus|All - NSW|0|1100|1200
2025-07-07|Bus|Chatswood|1|<100|<100
2025-07-07|Bus|Macquarie Park|1|<100|<100
2025-07-07|Bus|North Sydney|1|<100|<100
2025-07-07|Bus|Other|1|300|400
2025-07-07|Bus|Parramatta|1|<100|<100
2025-07-07|Bus|Strathfield|1|<100|<100
2025-07-07|Bus|Sydney CBD|1|200|200
2025-07-07|Bus|All - NSW|1|500|600
2025-07-07|Bus|Chatswood|2|<100|<100
2025-07-07|Bus|Macquarie Park|2|<100|<100
2025-07-07|Bus|North Sydney|2|<100|<100
2025-07-07|Bus|Other|2|300|300
2025-07-07|Bus|Parramatta|2|<100|<100
2025-07-07|Bus|Strathfield|2|<100|<100
2025-07-07|Bus|Sydney CBD|2|200|200
2025-07-07|Bus|All - NSW|2|500|500
2025-07-07|Bus|Chatswood|3|<100|<100
2025-07-07|Bus|Macquarie Park|3|<100|<100
2025-07-07|Bus|North Sydney|3|<100|<100
2025-07-07|Bus|Other|3|400|300
2025-07-07|Bus|Parramatta|3|<100|<100
2025-07-07|Bus|Strathfield|3|<100|<100
2025-07-07|Bus|Sydney CBD|3|200|200
2025-07-07|Bus|All - NSW|3|600|500
2025-07-07|Bus|Chatswood|4|<100|<100
2025-07-07|Bus|Macquarie Park|4|<100|<100
2025-07-07|Bus|North Sydney|4|<100|<100
2025-07-07|Bus|Other|4|1500|900
2025-07-07|Bus|Parramatta|4|<100|<100
2025-07-07|Bus|Strathfield|4|<100|<100
2025-07-07|Bus|Sydney CBD|4|200|200
2025-07-07|Bus|All - NSW|4|1700|1100
2025-07-07|Bus|Chatswood|5|100|100
2025-07-07|Bus|Macquarie Park|5|100|100
2025-07-07|Bus|North Sydney|5|<100|<100
2025-07-07|Bus|Other|5|10100|7300
2025-07-07|Bus|Parramatta|5|400|300
2025-07-07|Bus|Strathfield|5|100|100
2025-07-07|Bus|Sydney CBD|5|1000|700
2025-07-07|Bus|Wollongong and surrounds|5|<100|<100
2025-07-07|Bus|All - NSW|5|11800|8600
2025-07-07|Bus|Chatswood|6|400|300
2025-07-07|Bus|Macquarie Park|6|300|300
2025-07-07|Bus|Newcastle and surrounds|6|<100|<100
2025-07-07|Bus|North Sydney|6|100|100
2025-07-07|Bus|Other|6|24700|21200
2025-07-07|Bus|Parramatta|6|1100|1000
2025-07-07|Bus|Strathfield|6|400|300
2025-07-07|Bus|Sydney CBD|6|2400|2300
2025-07-07|Bus|Wollongong and surrounds|6|100|100
2025-07-07|Bus|All - NSW|6|29500|25600
2025-07-07|Bus|Chatswood|7|500|500
2025-07-07|Bus|Macquarie Park|7|700|700
2025-07-07|Bus|Newcastle and surrounds|7|<100|<100
2025-07-07|Bus|North Sydney|7|200|300
2025-07-07|Bus|Other|7|48200|35000
2025-07-07|Bus|Parramatta|7|1300|1700
2025-07-07|Bus|Strathfield|7|500|500
2025-07-07|Bus|Sydney CBD|7|2500|4900
2025-07-07|Bus|Wollongong and surrounds|7|300|300
2025-07-07|Bus|All - NSW|7|54200|43900
2025-07-07|Bus|Chatswood|8|500|700
2025-07-07|Bus|Macquarie Park|8|800|1100
