trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2025-06-26|Bus|Chatswood|0|<100|<100
2025-06-26|Bus|Macquarie Park|0|<100|<100
2025-06-26|Bus|Newcastle and surrounds|0|<100|<100
2025-06-26|Bus|North Sydney|0|<100|<100
2025-06-26|Bus|Other|0|800|1100
2025-06-26|Bus|Parramatta|0|<100|<100
2025-06-26|Bus|Strathfield|0|<100|<100
2025-06-26|Bus|Sydney CBD|0|500|400
2025-06-26|Bus|All - NSW|0|1300|1500
2025-06-26|Bus|Chatswood|1|<100|<100
2025-06-26|Bus|Macquarie Park|1|<100|<100
2025-06-26|Bus|North Sydney|1|<100|<100
2025-06-26|Bus|Other|1|400|500
2025-06-26|Bus|Parramatta|1|<100|<100
2025-06-26|Bus|Strathfield|1|<100|<100
2025-06-26|Bus|Sydney CBD|1|300|200
2025-06-26|Bus|All - NSW|1|700|700
2025-06-26|Bus|Chatswood|2|<100|<100
2025-06-26|Bus|Macquarie Park|2|<100|<100
2025-06-26|Bus|North Sydney|2|<100|<100
2025-06-26|Bus|Other|2|300|300
2025-06-26|Bus|Parramatta|2|<100|<100
2025-06-26|Bus|Strathfield|2|<100|<100
2025-06-26|Bus|Sydney CBD|2|300|200
2025-06-26|Bus|All - NSW|2|600|500
2025-06-26|Bus|Chatswood|3|<100|<100
2025-06-26|Bus|Macquarie Park|3|<100|<100
2025-06-26|Bus|North Sydney|3|<100|<100
2025-06-26|Bus|Other|3|300|300
2025-06-26|Bus|Parramatta|3|<100|<100
2025-06-26|Bus|Strathfield|3|<100|<100
2025-06-26|Bus|Sydney CBD|3|100|200
2025-06-26|Bus|All - NSW|3|400|500
2025-06-26|Bus|Chatswood|4|<100|<100
2025-06-26|Bus|Macquarie Park|4|<100|<100
2025-06-26|Bus|North Sydney|4|<100|<100
2025-06-26|Bus|Other|4|600|400
2025-06-26|Bus|Parramatta|4|<100|<100
2025-06-26|Bus|Strathfield|4|<100|<100
2025-06-26|Bus|Sydney CBD|4|100|100
2025-06-26|Bus|All - NSW|4|700|500
2025-06-26|Bus|Chatswood|5|<100|<100
2025-06-26|Bus|Macquarie Park|5|<100|<100
2025-06-26|Bus|North Sydney|5|<100|<100
