trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2025-06-20|Bus|Chatswood|0|<100|<100
2025-06-20|Bus|Macquarie Park|0|<100|<100
2025-06-20|Bus|North Sydney|0|<100|<100
2025-06-20|Bus|Other|0|900|1400
2025-06-20|Bus|Parramatta|0|100|100
2025-06-20|Bus|Strathfield|0|<100|<100
2025-06-20|Bus|Sydney CBD|0|700|700
2025-06-20|Bus|Wollongong and surrounds|0|<100|<100
2025-06-20|Bus|All - NSW|0|1700|2200
2025-06-20|Bus|Chatswood|1|<100|<100
2025-06-20|Bus|Macquarie Park|1|<100|<100
2025-06-20|Bus|North Sydney|1|<100|<100
2025-06-20|Bus|Other|1|400|600
2025-06-20|Bus|Parramatta|1|<100|<100
2025-06-20|Bus|Strathfield|1|<100|<100
2025-06-20|Bus|Sydney CBD|1|500|300
2025-06-20|Bus|All - NSW|1|900|900
2025-06-20|Bus|Chatswood|2|<100|<100
2025-06-20|Bus|Macquarie Park|2|<100|<100
2025-06-20|Bus|North Sydney|2|<100|<100
2025-06-20|Bus|Other|2|300|500
2025-06-20|Bus|Parramatta|2|<100|<100
2025-06-20|Bus|Strathfield|2|<100|<100
2025-06-20|Bus|Sydney CBD|2|400|300
2025-06-20|Bus|All - NSW|2|700|800
2025-06-20|Bus|Chatswood|3|<100|<100
2025-06-20|Bus|Macquarie Park|3|<100|<100
2025-06-20|Bus|North Sydney|3|<100|<100
2025-06-20|Bus|Other|3|400|400
2025-06-20|Bus|Parramatta|3|<100|<100
2025-06-20|Bus|Strathfield|3|<100|<100
2025-06-20|Bus|Sydney CBD|3|300|300
2025-06-20|Bus|All - NSW|3|700|700
2025-06-20|Bus|Chatswood|4|<100|<100
2025-06-20|Bus|Macquarie Park|4|<100|<100
2025-06-20|Bus|North Sydney|4|<100|<100
2025-06-20|Bus|Other|4|1600|1000
2025-06-20|Bus|Parramatta|4|<100|<100
2025-06-20|Bus|Strathfield|4|<100|<100
2025-06-20|Bus|Sydney CBD|4|200|300
2025-06-20|Bus|All - NSW|4|1800|1300
2025-06-20|Bus|Chatswood|5|100|100
2025-06-20|Bus|Macquarie Park|5|100|100
2025-06-20|Bus|Newcastle and surrounds|5|<100|<100
2025-06-20|Bus|North Sydney|5|<100|<100
2025-06-20|Bus|Other|5|10300|7500
