trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2021-07-18|Bus|Chatswood|0|<50|<50
2021-07-18|Bus|Macquarie Park|0|<50|<50
2021-07-18|Bus|Newcastle and surrounds|0|<50|<50
2021-07-18|Bus|North Sydney|0|<50|<50
2021-07-18|Bus|Other|0|100|100
2021-07-18|Bus|Parramatta|0|<50|<50
2021-07-18|Bus|Strathfield|0|<50|<50
2021-07-18|Bus|Sydney CBD|0|<50|<50
2021-07-18|Bus|All - NSW|0|100|100
2021-07-18|Bus|Macquarie Park|1|<50|<50
2021-07-18|Bus|Newcastle and surrounds|1|<50|<50
2021-07-18|Bus|North Sydney|1|<50|<50
2021-07-18|Bus|Other|1|100|100
2021-07-18|Bus|Parramatta|1|<50|<50
2021-07-18|Bus|Strathfield|1|<50|<50
2021-07-18|Bus|Sydney CBD|1|<50|<50
2021-07-18|Bus|All - NSW|1|100|100
2021-07-18|Bus|Chatswood|2|<50|<50
2021-07-18|Bus|North Sydney|2|<50|<50
2021-07-18|Bus|Other|2|100|100
2021-07-18|Bus|Parramatta|2|<50|<50
2021-07-18|Bus|Strathfield|2|<50|<50
2021-07-18|Bus|Sydney CBD|2|<50|<50
2021-07-18|Bus|All - NSW|2|100|100
2021-07-18|Bus|North Sydney|3|<50|<50
2021-07-18|Bus|Other|3|100|100
2021-07-18|Bus|Parramatta|3|<50|<50
2021-07-18|Bus|Strathfield|3|<50|<50
2021-07-18|Bus|Sydney CBD|3|<50|<50
2021-07-18|Bus|All - NSW|3|100|100
2021-07-18|Bus|Chatswood|4|<50|<50
2021-07-18|Bus|Macquarie Park|4|<50|<50
2021-07-18|Bus|North Sydney|4|<50|<50
2021-07-18|Bus|Other|4|100|100
2021-07-18|Bus|Parramatta|4|<50|<50
2021-07-18|Bus|Strathfield|4|<50|<50
2021-07-18|Bus|Sydney CBD|4|<50|<50
2021-07-18|Bus|All - NSW|4|100|100
2021-07-18|Bus|Chatswood|5|<50|<50
2021-07-18|Bus|Macquarie Park|5|<50|<50
2021-07-18|Bus|North Sydney|5|<50|<50
2021-07-18|Bus|Other|5|200|200
2021-07-18|Bus|Parramatta|5|<50|<50
2021-07-18|Bus|Sydney CBD|5|<50|<50
2021-07-18|Bus|All - NSW|5|200|200
2021-07-18|Bus|Chatswood|6|<50|<50
2021-07-18|Bus|Macquarie Park|6|<50|<50
2021-07-18|Bus|Newcastle and surrounds|6|<50|<50
2021-07-18|Bus|North Sydney|6|<50|<50
2021-07-18|Bus|Other|6|700|800
2021-07-18|Bus|Parramatta|6|100|<50
2021-07-18|Bus|Sydney CBD|6|300|100
2021-07-18|Bus|All - NSW|6|1100|900
2021-07-18|Bus|Chatswood|7|<50|<50
2021-07-18|Bus|Macquarie Park|7|<50|<50
2021-07-18|Bus|Newcastle and surrounds|7|<50|<50
2021-07-18|Bus|North Sydney|7|<50|<50
2021-07-18|Bus|Other|7|1100|1100
2021-07-18|Bus|Parramatta|7|100|<50
2021-07-18|Bus|Strathfield|7|<50|<50
2021-07-18|Bus|Sydney CBD|7|200|100
2021-07-18|Bus|Wollongong and surrounds|7|<50|<50
2021-07-18|Bus|All - NSW|7|1400|1200
2021-07-18|Bus|Chatswood|8|<50|<50
2021-07-18|Bus|Macquarie Park|8|<50|<50
2021-07-18|Bus|Newcastle and surrounds|8|<50|<50
2021-07-18|Bus|North Sydney|8|<50|<50
2021-07-18|Bus|Other|8|1400|1400
2021-07-18|Bus|Parramatta|8|100|100
2021-07-18|Bus|Strathfield|8|<50|<50
2021-07-18|Bus|Sydney CBD|8|300|200
2021-07-18|Bus|Wollongong and surrounds|8|<50|<50
2021-07-18|Bus|All - NSW|8|1800|1700
2021-07-18|Bus|Chatswood|9|<50|<50
2021-07-18|Bus|Macquarie Park|9|<50|<50
2021-07-18|Bus|Newcastle and surrounds|9|<50|<50
2021-07-18|Bus|North Sydney|9|<50|<50
2021-07-18|Bus|Other|9|1800|1900
2021-07-18|Bus|Parramatta|9|100|100
2021-07-18|Bus|Strathfield|9|<50|<50
2021-07-18|Bus|Sydney CBD|9|200|200
2021-07-18|Bus|Wollongong and surrounds|9|<50|<50
2021-07-18|Bus|All - NSW|9|2100|2200
2021-07-18|Bus|Chatswood|10|<50|<50
2021-07-18|Bus|Macquarie Park|10|<50|<50
2021-07-18|Bus|Newcastle and surrounds|10|<50|<50
2021-07-18|Bus|North Sydney|10|<50|<50
2021-07-18|Bus|Other|10|2200|2300
2021-07-18|Bus|Parramatta|10|100|100
2021-07-18|Bus|Strathfield|10|<50|<50
2021-07-18|Bus|Sydney CBD|10|200|200
2021-07-18|Bus|Wollongong and surrounds|10|<50|<50
2021-07-18|Bus|All - NSW|10|2500|2600
2021-07-18|Bus|Chatswood|11|<50|<50
2021-07-18|Bus|Macquarie Park|11|<50|<50
2021-07-18|Bus|Newcastle and surrounds|11|<50|<50
2021-07-18|Bus|North Sydney|11|<50|<50
2021-07-18|Bus|Other|11|2600|2600
2021-07-18|Bus|Parramatta|11|100|<50
2021-07-18|Bus|Strathfield|11|<50|<50
2021-07-18|Bus|Sydney CBD|11|200|200
2021-07-18|Bus|Wollongong and surrounds|11|<50|<50
2021-07-18|Bus|All - NSW|11|2900|2800
2021-07-18|Bus|Chatswood|12|100|<50
2021-07-18|Bus|Macquarie Park|12|<50|<50
2021-07-18|Bus|Newcastle and surrounds|12|<50|<50
2021-07-18|Bus|North Sydney|12|<50|<50
2021-07-18|Bus|Other|12|2800|2800
2021-07-18|Bus|Parramatta|12|100|100
2021-07-18|Bus|Strathfield|12|<50|<50
2021-07-18|Bus|Sydney CBD|12|200|200
2021-07-18|Bus|Wollongong and surrounds|12|<50|<50
2021-07-18|Bus|All - NSW|12|3200|3100
2021-07-18|Bus|Chatswood|13|<50|<50
2021-07-18|Bus|Macquarie Park|13|<50|<50
2021-07-18|Bus|Newcastle and surrounds|13|<50|<50
2021-07-18|Bus|North Sydney|13|<50|<50
2021-07-18|Bus|Other|13|2900|3000
2021-07-18|Bus|Parramatta|13|100|100
2021-07-18|Bus|Strathfield|13|<50|<50
2021-07-18|Bus|Sydney CBD|13|300|200
2021-07-18|Bus|Wollongong and surrounds|13|<50|<50
2021-07-18|Bus|All - NSW|13|3300|3300
2021-07-18|Bus|Chatswood|14|<50|100
2021-07-18|Bus|Macquarie Park|14|<50|<50
2021-07-18|Bus|Newcastle and surrounds|14|<50|<50
2021-07-18|Bus|North Sydney|14|<50|<50
2021-07-18|Bus|Other|14|3300|3300
2021-07-18|Bus|Parramatta|14|100|100
2021-07-18|Bus|Strathfield|14|<50|<50
2021-07-18|Bus|Sydney CBD|14|300|300
2021-07-18|Bus|Wollongong and surrounds|14|<50|<50
2021-07-18|Bus|All - NSW|14|3700|3800
2021-07-18|Bus|Chatswood|15|100|<50
2021-07-18|Bus|Macquarie Park|15|100|<50
2021-07-18|Bus|Newcastle and surrounds|15|<50|<50
2021-07-18|Bus|North Sydney|15|<50|<50
2021-07-18|Bus|Other|15|3400|3400
2021-07-18|Bus|Parramatta|15|100|100
2021-07-18|Bus|Strathfield|15|<50|<50
2021-07-18|Bus|Sydney CBD|15|300|300
2021-07-18|Bus|Wollongong and surrounds|15|<50|<50
2021-07-18|Bus|All - NSW|15|4000|3800
2021-07-18|Bus|Chatswood|16|100|<50
2021-07-18|Bus|Macquarie Park|16|<50|<50
2021-07-18|Bus|Newcastle and surrounds|16|<50|<50
2021-07-18|Bus|North Sydney|16|<50|<50
2021-07-18|Bus|Other|16|3000|3000
2021-07-18|Bus|Parramatta|16|100|100
2021-07-18|Bus|Strathfield|16|<50|<50
2021-07-18|Bus|Sydney CBD|16|300|300
2021-07-18|Bus|Wollongong and surrounds|16|<50|<50
2021-07-18|Bus|All - NSW|16|3500|3400
2021-07-18|Bus|Chatswood|17|<50|<50
2021-07-18|Bus|Macquarie Park|17|<50|<50
2021-07-18|Bus|Newcastle and surrounds|17|<50|<50
2021-07-18|Bus|North Sydney|17|<50|<50
2021-07-18|Bus|Other|17|2300|2400
2021-07-18|Bus|Parramatta|17|100|100
2021-07-18|Bus|Strathfield|17|<50|<50
2021-07-18|Bus|Sydney CBD|17|200|300
2021-07-18|Bus|Wollongong and surrounds|17|<50|<50
2021-07-18|Bus|All - NSW|17|2600|2800
2021-07-18|Bus|Chatswood|18|<50|<50
2021-07-18|Bus|Macquarie Park|18|<50|<50
2021-07-18|Bus|Newcastle and surrounds|18|<50|<50
2021-07-18|Bus|North Sydney|18|<50|<50
2021-07-18|Bus|Other|18|1400|1600
2021-07-18|Bus|Parramatta|18|100|100
2021-07-18|Bus|Strathfield|18|<50|<50
2021-07-18|Bus|Sydney CBD|18|200|100
2021-07-18|Bus|Wollongong and surrounds|18|<50|<50
2021-07-18|Bus|All - NSW|18|1700|1800
2021-07-18|Bus|Chatswood|19|<50|<50
2021-07-18|Bus|Macquarie Park|19|<50|<50
2021-07-18|Bus|Newcastle and surrounds|19|<50|<50
2021-07-18|Bus|North Sydney|19|<50|<50
2021-07-18|Bus|Other|19|900|900
2021-07-18|Bus|Parramatta|19|<50|<50
2021-07-18|Bus|Strathfield|19|<50|<50
2021-07-18|Bus|Sydney CBD|19|100|100
