trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2023-06-06|Bus|Chatswood|0|<50|<50
2023-06-06|Bus|Macquarie Park|0|<50|<50
2023-06-06|Bus|Newcastle and surrounds|0|<50|<50
2023-06-06|Bus|North Sydney|0|<50|<50
2023-06-06|Bus|Other|0|700|1200
2023-06-06|Bus|Parramatta|0|<50|<50
2023-06-06|Bus|Strathfield|0|<50|<50
2023-06-06|Bus|Sydney CBD|0|400|100
2023-06-06|Bus|All - NSW|0|1100|1300
2023-06-06|Bus|Chatswood|1|<50|<50
2023-06-06|Bus|Macquarie Park|1|<50|<50
2023-06-06|Bus|North Sydney|1|<50|<50
2023-06-06|Bus|Other|1|300|500
2023-06-06|Bus|Parramatta|1|<50|<50
2023-06-06|Bus|Strathfield|1|<50|<50
2023-06-06|Bus|Sydney CBD|1|300|100
2023-06-06|Bus|All - NSW|1|600|600
2023-06-06|Bus|Chatswood|2|<50|<50
2023-06-06|Bus|Macquarie Park|2|<50|<50
2023-06-06|Bus|North Sydney|2|<50|<50
2023-06-06|Bus|Other|2|300|400
2023-06-06|Bus|Parramatta|2|<50|<50
2023-06-06|Bus|Strathfield|2|<50|<50
2023-06-06|Bus|Sydney CBD|2|200|100
2023-06-06|Bus|All - NSW|2|500|500
2023-06-06|Bus|Chatswood|3|<50|<50
2023-06-06|Bus|Macquarie Park|3|<50|<50
2023-06-06|Bus|North Sydney|3|<50|<50
2023-06-06|Bus|Other|3|300|400
2023-06-06|Bus|Parramatta|3|<50|<50
2023-06-06|Bus|Strathfield|3|<50|<50
2023-06-06|Bus|Sydney CBD|3|200|100
2023-06-06|Bus|All - NSW|3|500|500
2023-06-06|Bus|Chatswood|4|<50|<50
2023-06-06|Bus|Macquarie Park|4|<50|<50
2023-06-06|Bus|North Sydney|4|<50|<50
2023-06-06|Bus|Other|4|1600|900
2023-06-06|Bus|Parramatta|4|<50|<50
2023-06-06|Bus|Strathfield|4|<50|<50
2023-06-06|Bus|Sydney CBD|4|100|200
2023-06-06|Bus|All - NSW|4|1700|1100
2023-06-06|Bus|Chatswood|5|100|100
2023-06-06|Bus|Macquarie Park|5|<50|100
2023-06-06|Bus|Newcastle and surrounds|5|<50|<50
2023-06-06|Bus|North Sydney|5|100|<50
2023-06-06|Bus|Other|5|10300|6800
2023-06-06|Bus|Parramatta|5|500|400
2023-06-06|Bus|Strathfield|5|100|100
2023-06-06|Bus|Sydney CBD|5|800|1100
2023-06-06|Bus|Wollongong and surrounds|5|<50|<50
2023-06-06|Bus|All - NSW|5|11900|8600
2023-06-06|Bus|Chatswood|6|300|200
2023-06-06|Bus|Macquarie Park|6|300|300
2023-06-06|Bus|Newcastle and surrounds|6|<50|<50
2023-06-06|Bus|North Sydney|6|200|200
2023-06-06|Bus|Other|6|27800|21400
2023-06-06|Bus|Parramatta|6|1100|1000
2023-06-06|Bus|Strathfield|6|400|200
2023-06-06|Bus|Sydney CBD|6|2500|3300
2023-06-06|Bus|Wollongong and surrounds|6|100|100
2023-06-06|Bus|All - NSW|6|32700|26700
2023-06-06|Bus|Chatswood|7|600|500
2023-06-06|Bus|Macquarie Park|7|900|700
2023-06-06|Bus|Newcastle and surrounds|7|100|100
2023-06-06|Bus|North Sydney|7|500|800
2023-06-06|Bus|Other|7|68000|42000
2023-06-06|Bus|Parramatta|7|1900|2600
2023-06-06|Bus|Strathfield|7|600|600
2023-06-06|Bus|Sydney CBD|7|2900|9900
2023-06-06|Bus|Wollongong and surrounds|7|400|500
2023-06-06|Bus|All - NSW|7|75900|57700
