trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2023-02-22|Bus|Chatswood|0|<50|<50
2023-02-22|Bus|Macquarie Park|0|<50|<50
2023-02-22|Bus|Newcastle and surrounds|0|<50|<50
2023-02-22|Bus|North Sydney|0|<50|<50
2023-02-22|Bus|Other|0|700|1400
2023-02-22|Bus|Parramatta|0|<50|<50
2023-02-22|Bus|Strathfield|0|<50|100
2023-02-22|Bus|Sydney CBD|0|500|100
2023-02-22|Bus|All - NSW|0|1200|1600
2023-02-22|Bus|Chatswood|1|<50|<50
2023-02-22|Bus|Macquarie Park|1|<50|<50
2023-02-22|Bus|North Sydney|1|<50|<50
2023-02-22|Bus|Other|1|300|500
2023-02-22|Bus|Parramatta|1|<50|<50
2023-02-22|Bus|Strathfield|1|<50|<50
2023-02-22|Bus|Sydney CBD|1|300|100
2023-02-22|Bus|All - NSW|1|600|600
2023-02-22|Bus|Chatswood|2|<50|<50
2023-02-22|Bus|Macquarie Park|2|<50|<50
2023-02-22|Bus|North Sydney|2|<50|<50
2023-02-22|Bus|Other|2|200|400
2023-02-22|Bus|Parramatta|2|<50|<50
2023-02-22|Bus|Strathfield|2|<50|<50
2023-02-22|Bus|Sydney CBD|2|200|100
2023-02-22|Bus|All - NSW|2|400|500
2023-02-22|Bus|Chatswood|3|<50|<50
2023-02-22|Bus|Macquarie Park|3|<50|<50
2023-02-22|Bus|North Sydney|3|<50|<50
2023-02-22|Bus|Other|3|300|400
2023-02-22|Bus|Parramatta|3|<50|<50
2023-02-22|Bus|Strathfield|3|<50|<50
2023-02-22|Bus|Sydney CBD|3|200|100
2023-02-22|Bus|All - NSW|3|500|500
2023-02-22|Bus|Chatswood|4|<50|<50
2023-02-22|Bus|Macquarie Park|4|<50|<50
2023-02-22|Bus|North Sydney|4|<50|<50
2023-02-22|Bus|Other|4|1400|900
2023-02-22|Bus|Parramatta|4|<50|<50
2023-02-22|Bus|Strathfield|4|<50|<50
2023-02-22|Bus|Sydney CBD|4|100|200
2023-02-22|Bus|All - NSW|4|1500|1100
2023-02-22|Bus|Chatswood|5|100|<50
2023-02-22|Bus|Macquarie Park|5|100|100
2023-02-22|Bus|Newcastle and surrounds|5|<50|<50
2023-02-22|Bus|North Sydney|5|100|<50
2023-02-22|Bus|Other|5|10000|6600
2023-02-22|Bus|Parramatta|5|400|400
2023-02-22|Bus|Strathfield|5|100|100
2023-02-22|Bus|Sydney CBD|5|800|1200
2023-02-22|Bus|Wollongong and surrounds|5|<50|<50
2023-02-22|Bus|All - NSW|5|11600|8400
2023-02-22|Bus|Chatswood|6|300|200
2023-02-22|Bus|Macquarie Park|6|300|300
2023-02-22|Bus|Newcastle and surrounds|6|<50|<50
2023-02-22|Bus|North Sydney|6|200|200
2023-02-22|Bus|Other|6|27000|20300
2023-02-22|Bus|Parramatta|6|1100|900
2023-02-22|Bus|Strathfield|6|300|200
2023-02-22|Bus|Sydney CBD|6|2300|3500
2023-02-22|Bus|Wollongong and surrounds|6|100|100
2023-02-22|Bus|All - NSW|6|31600|25700
2023-02-22|Bus|Chatswood|7|600|600
2023-02-22|Bus|Macquarie Park|7|900|700
2023-02-22|Bus|Newcastle and surrounds|7|<50|100
2023-02-22|Bus|North Sydney|7|500|900
2023-02-22|Bus|Other|7|69000|41800
2023-02-22|Bus|Parramatta|7|1900|2500
2023-02-22|Bus|Strathfield|7|600|500
2023-02-22|Bus|Sydney CBD|7|3100|10200
2023-02-22|Bus|Wollongong and surrounds|7|300|600
