trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2023-01-25|Bus|Chatswood|0|<50|<50
2023-01-25|Bus|Macquarie Park|0|<50|<50
2023-01-25|Bus|North Sydney|0|<50|<50
2023-01-25|Bus|Other|0|700|1500
2023-01-25|Bus|Parramatta|0|<50|<50
2023-01-25|Bus|Strathfield|0|<50|<50
2023-01-25|Bus|Sydney CBD|0|400|200
2023-01-25|Bus|All - NSW|0|1100|1700
2023-01-25|Bus|Chatswood|1|<50|<50
2023-01-25|Bus|Macquarie Park|1|<50|<50
2023-01-25|Bus|North Sydney|1|<50|<50
2023-01-25|Bus|Other|1|300|500
2023-01-25|Bus|Parramatta|1|<50|<50
2023-01-25|Bus|Strathfield|1|<50|<50
2023-01-25|Bus|Sydney CBD|1|300|100
2023-01-25|Bus|All - NSW|1|600|600
2023-01-25|Bus|Chatswood|2|<50|<50
2023-01-25|Bus|Macquarie Park|2|<50|<50
2023-01-25|Bus|North Sydney|2|<50|<50
2023-01-25|Bus|Other|2|300|500
2023-01-25|Bus|Parramatta|2|<50|<50
2023-01-25|Bus|Strathfield|2|<50|<50
2023-01-25|Bus|Sydney CBD|2|300|100
2023-01-25|Bus|All - NSW|2|600|600
2023-01-25|Bus|Chatswood|3|<50|<50
2023-01-25|Bus|Macquarie Park|3|<50|<50
2023-01-25|Bus|North Sydney|3|<50|<50
2023-01-25|Bus|Other|3|400|400
2023-01-25|Bus|Parramatta|3|<50|<50
2023-01-25|Bus|Strathfield|3|<50|<50
2023-01-25|Bus|Sydney CBD|3|200|200
2023-01-25|Bus|All - NSW|3|600|600
2023-01-25|Bus|Chatswood|4|<50|<50
2023-01-25|Bus|Macquarie Park|4|<50|<50
2023-01-25|Bus|North Sydney|4|<50|<50
2023-01-25|Bus|Other|4|1500|900
2023-01-25|Bus|Parramatta|4|<50|<50
2023-01-25|Bus|Strathfield|4|<50|<50
2023-01-25|Bus|Sydney CBD|4|100|200
2023-01-25|Bus|All - NSW|4|1600|1100
2023-01-25|Bus|Chatswood|5|100|100
2023-01-25|Bus|Macquarie Park|5|100|100
2023-01-25|Bus|Newcastle and surrounds|5|<50|<50
2023-01-25|Bus|North Sydney|5|<50|<50
2023-01-25|Bus|Other|5|9500|6300
2023-01-25|Bus|Parramatta|5|400|400
2023-01-25|Bus|Strathfield|5|100|100
2023-01-25|Bus|Sydney CBD|5|700|1000
2023-01-25|Bus|Wollongong and surrounds|5|<50|<50
2023-01-25|Bus|All - NSW|5|10900|8000
2023-01-25|Bus|Chatswood|6|300|200
2023-01-25|Bus|Macquarie Park|6|200|300
2023-01-25|Bus|Newcastle and surrounds|6|<50|<50
