trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2023-10-17|Bus|Chatswood|0|<50|<50
2023-10-17|Bus|Macquarie Park|0|<50|<50
2023-10-17|Bus|Newcastle and surrounds|0|<50|<50
2023-10-17|Bus|North Sydney|0|<50|<50
2023-10-17|Bus|Other|0|600|800
2023-10-17|Bus|Parramatta|0|<50|<50
2023-10-17|Bus|Strathfield|0|<50|<50
2023-10-17|Bus|Sydney CBD|0|400|400
2023-10-17|Bus|All - NSW|0|1000|1200
2023-10-17|Bus|Chatswood|1|<50|<50
2023-10-17|Bus|Macquarie Park|1|<50|<50
2023-10-17|Bus|North Sydney|1|<50|<50
2023-10-17|Bus|Other|1|300|300
2023-10-17|Bus|Parramatta|1|<50|<50
2023-10-17|Bus|Strathfield|1|<50|<50
2023-10-17|Bus|Sydney CBD|1|300|300
2023-10-17|Bus|All - NSW|1|600|600
2023-10-17|Bus|Chatswood|2|<50|<50
2023-10-17|Bus|Macquarie Park|2|<50|<50
2023-10-17|Bus|North Sydney|2|<50|<50
2023-10-17|Bus|Other|2|300|300
2023-10-17|Bus|Parramatta|2|<50|<50
2023-10-17|Bus|Strathfield|2|<50|<50
2023-10-17|Bus|Sydney CBD|2|200|200
2023-10-17|Bus|All - NSW|2|500|500
2023-10-17|Bus|Chatswood|3|<50|<50
2023-10-17|Bus|Macquarie Park|3|<50|<50
2023-10-17|Bus|North Sydney|3|<50|<50
2023-10-17|Bus|Other|3|400|300
2023-10-17|Bus|Parramatta|3|<50|<50
2023-10-17|Bus|Strathfield|3|<50|<50
2023-10-17|Bus|Sydney CBD|3|200|200
2023-10-17|Bus|All - NSW|3|600|500
2023-10-17|Bus|Chatswood|4|<50|<50
2023-10-17|Bus|Macquarie Park|4|<50|<50
2023-10-17|Bus|North Sydney|4|<50|<50
2023-10-17|Bus|Other|4|1800|1100
2023-10-17|Bus|Parramatta|4|<50|<50
2023-10-17|Bus|Strathfield|4|<50|<50
2023-10-17|Bus|Sydney CBD|4|200|200
2023-10-17|Bus|All - NSW|4|2000|1300
2023-10-17|Bus|Chatswood|5|100|100
2023-10-17|Bus|Macquarie Park|5|100|100
2023-10-17|Bus|Newcastle and surrounds|5|<50|<50
2023-10-17|Bus|North Sydney|5|100|<50
2023-10-17|Bus|Other|5|11100|8300
2023-10-17|Bus|Parramatta|5|600|300
2023-10-17|Bus|Strathfield|5|100|100
2023-10-17|Bus|Sydney CBD|5|900|500
2023-10-17|Bus|Wollongong and surrounds|5|<50|<50
2023-10-17|Bus|All - NSW|5|13000|9400
2023-10-17|Bus|Chatswood|6|400|300
2023-10-17|Bus|Macquarie Park|6|300|200
2023-10-17|Bus|Newcastle and surrounds|6|<50|<50
2023-10-17|Bus|North Sydney|6|200|200
2023-10-17|Bus|Other|6|30300|24700
2023-10-17|Bus|Parramatta|6|1000|1100
2023-10-17|Bus|Strathfield|6|500|400
