trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2021-08-30|Bus|Chatswood|0|<50|<50
2021-08-30|Bus|Macquarie Park|0|<50|<50
2021-08-30|Bus|Other|0|100|100
2021-08-30|Bus|Parramatta|0|<50|<50
2021-08-30|Bus|Strathfield|0|<50|<50
2021-08-30|Bus|Sydney CBD|0|<50|<50
2021-08-30|Bus|All - NSW|0|100|100
2021-08-30|Bus|Chatswood|1|<50|<50
2021-08-30|Bus|Macquarie Park|1|<50|<50
2021-08-30|Bus|North Sydney|1|<50|<50
2021-08-30|Bus|Other|1|100|100
2021-08-30|Bus|Parramatta|1|<50|<50
2021-08-30|Bus|Strathfield|1|<50|<50
2021-08-30|Bus|Sydney CBD|1|<50|<50
2021-08-30|Bus|All - NSW|1|100|100
2021-08-30|Bus|Chatswood|2|<50|<50
2021-08-30|Bus|Macquarie Park|2|<50|<50
2021-08-30|Bus|North Sydney|2|<50|<50
2021-08-30|Bus|Other|2|100|100
2021-08-30|Bus|Parramatta|2|<50|<50
2021-08-30|Bus|Strathfield|2|<50|<50
2021-08-30|Bus|Sydney CBD|2|<50|<50
2021-08-30|Bus|All - NSW|2|100|100
2021-08-30|Bus|Chatswood|3|<50|<50
2021-08-30|Bus|Macquarie Park|3|<50|<50
2021-08-30|Bus|North Sydney|3|<50|<50
2021-08-30|Bus|Other|3|200|100
2021-08-30|Bus|Parramatta|3|<50|<50
2021-08-30|Bus|Strathfield|3|<50|<50
2021-08-30|Bus|Sydney CBD|3|100|100
2021-08-30|Bus|All - NSW|3|300|200
2021-08-30|Bus|Chatswood|4|<50|<50
2021-08-30|Bus|Macquarie Park|4|<50|<50
2021-08-30|Bus|North Sydney|4|<50|<50
2021-08-30|Bus|Other|4|500|400
2021-08-30|Bus|Parramatta|4|<50|<50
2021-08-30|Bus|Strathfield|4|<50|<50
2021-08-30|Bus|Sydney CBD|4|100|100
2021-08-30|Bus|All - NSW|4|600|500
2021-08-30|Bus|Chatswood|5|100|<50
2021-08-30|Bus|Macquarie Park|5|<50|<50
2021-08-30|Bus|Newcastle and surrounds|5|<50|<50
2021-08-30|Bus|North Sydney|5|<50|<50
2021-08-30|Bus|Other|5|2700|1800
2021-08-30|Bus|Parramatta|5|100|100
2021-08-30|Bus|Strathfield|5|<50|<50
2021-08-30|Bus|Sydney CBD|5|400|400
2021-08-30|Bus|Wollongong and surrounds|5|<50|<50
2021-08-30|Bus|All - NSW|5|3300|2300
2021-08-30|Bus|Chatswood|6|100|100
2021-08-30|Bus|Macquarie Park|6|<50|100
2021-08-30|Bus|Newcastle and surrounds|6|<50|<50
2021-08-30|Bus|North Sydney|6|100|<50
2021-08-30|Bus|Other|6|6600|6500
2021-08-30|Bus|Parramatta|6|400|200
2021-08-30|Bus|Strathfield|6|200|<50
2021-08-30|Bus|Sydney CBD|6|1300|1000
2021-08-30|Bus|Wollongong and surrounds|6|<50|100
2021-08-30|Bus|All - NSW|6|8700|8000
2021-08-30|Bus|Chatswood|7|100|100
2021-08-30|Bus|Macquarie Park|7|100|100
2021-08-30|Bus|Newcastle and surrounds|7|<50|<50
2021-08-30|Bus|North Sydney|7|100|100
2021-08-30|Bus|Other|7|8700|8300
2021-08-30|Bus|Parramatta|7|400|300
2021-08-30|Bus|Strathfield|7|100|100
2021-08-30|Bus|Sydney CBD|7|900|1100
2021-08-30|Bus|Wollongong and surrounds|7|100|100
2021-08-30|Bus|All - NSW|7|10500|10200
2021-08-30|Bus|Chatswood|8|100|200
2021-08-30|Bus|Macquarie Park|8|200|200
2021-08-30|Bus|Newcastle and surrounds|8|<50|<50
2021-08-30|Bus|North Sydney|8|100|100
2021-08-30|Bus|Other|8|9200|9400
2021-08-30|Bus|Parramatta|8|400|300
2021-08-30|Bus|Strathfield|8|100|100
2021-08-30|Bus|Sydney CBD|8|900|1200
2021-08-30|Bus|Wollongong and surrounds|8|100|100
2021-08-30|Bus|All - NSW|8|11100|11600
2021-08-30|Bus|Chatswood|9|100|100
2021-08-30|Bus|Macquarie Park|9|100|100
2021-08-30|Bus|Newcastle and surrounds|9|<50|<50
2021-08-30|Bus|North Sydney|9|<50|<50
2021-08-30|Bus|Other|9|8600|8600
2021-08-30|Bus|Parramatta|9|200|200
2021-08-30|Bus|Strathfield|9|100|<50
2021-08-30|Bus|Sydney CBD|9|700|700
2021-08-30|Bus|Wollongong and surrounds|9|100|100
2021-08-30|Bus|All - NSW|9|9900|9800
2021-08-30|Bus|Chatswood|10|100|100
2021-08-30|Bus|Macquarie Park|10|100|100
2021-08-30|Bus|Newcastle and surrounds|10|<50|<50
2021-08-30|Bus|North Sydney|10|100|<50
2021-08-30|Bus|Other|10|9100|9100
2021-08-30|Bus|Parramatta|10|200|200
2021-08-30|Bus|Strathfield|10|100|100
2021-08-30|Bus|Sydney CBD|10|600|500
2021-08-30|Bus|Wollongong and surrounds|10|100|100
2021-08-30|Bus|All - NSW|10|10400|10200
2021-08-30|Bus|Chatswood|11|100|100
2021-08-30|Bus|Macquarie Park|11|100|100
2021-08-30|Bus|Newcastle and surrounds|11|<50|<50
2021-08-30|Bus|North Sydney|11|100|<50
2021-08-30|Bus|Other|11|8800|8900
2021-08-30|Bus|Parramatta|11|300|200
2021-08-30|Bus|Strathfield|11|100|100
2021-08-30|Bus|Sydney CBD|11|500|500
2021-08-30|Bus|Wollongong and surrounds|11|100|100
2021-08-30|Bus|All - NSW|11|10100|10000
2021-08-30|Bus|Chatswood|12|100|100
2021-08-30|Bus|Macquarie Park|12|100|100
2021-08-30|Bus|Newcastle and surrounds|12|<50|<50
2021-08-30|Bus|North Sydney|12|<50|<50
2021-08-30|Bus|Other|12|8800|8800
2021-08-30|Bus|Parramatta|12|200|200
2021-08-30|Bus|Strathfield|12|100|100
2021-08-30|Bus|Sydney CBD|12|500|500
2021-08-30|Bus|Wollongong and surrounds|12|100|100
2021-08-30|Bus|All - NSW|12|9900|9900
2021-08-30|Bus|Chatswood|13|100|100
2021-08-30|Bus|Macquarie Park|13|100|100
2021-08-30|Bus|Newcastle and surrounds|13|<50|<50
2021-08-30|Bus|North Sydney|13|<50|<50
2021-08-30|Bus|Other|13|9200|9300
2021-08-30|Bus|Parramatta|13|300|200
2021-08-30|Bus|Strathfield|13|100|100
2021-08-30|Bus|Sydney CBD|13|700|600
2021-08-30|Bus|Wollongong and surrounds|13|100|100
2021-08-30|Bus|All - NSW|13|10600|10500
2021-08-30|Bus|Chatswood|14|100|100
2021-08-30|Bus|Macquarie Park|14|100|100
2021-08-30|Bus|Newcastle and surrounds|14|<50|<50
2021-08-30|Bus|North Sydney|14|100|100
2021-08-30|Bus|Other|14|10600|10300
2021-08-30|Bus|Parramatta|14|300|300
2021-08-30|Bus|Strathfield|14|100|100
2021-08-30|Bus|Sydney CBD|14|900|700
2021-08-30|Bus|Wollongong and surrounds|14|100|100
2021-08-30|Bus|All - NSW|14|12300|11800
2021-08-30|Bus|Chatswood|15|100|100
2021-08-30|Bus|Macquarie Park|15|200|100
2021-08-30|Bus|Newcastle and surrounds|15|<50|<50
2021-08-30|Bus|North Sydney|15|100|100
2021-08-30|Bus|Other|15|12100|11800
2021-08-30|Bus|Parramatta|15|300|400
2021-08-30|Bus|Strathfield|15|100|100
2021-08-30|Bus|Sydney CBD|15|1200|1200
2021-08-30|Bus|Wollongong and surrounds|15|100|100
2021-08-30|Bus|All - NSW|15|14200|13900
2021-08-30|Bus|Chatswood|16|100|100
2021-08-30|Bus|Macquarie Park|16|200|100
2021-08-30|Bus|Newcastle and surrounds|16|<50|<50
2021-08-30|Bus|North Sydney|16|100|100
2021-08-30|Bus|Other|16|10600|11200
2021-08-30|Bus|Parramatta|16|400|400
2021-08-30|Bus|Strathfield|16|100|200
2021-08-30|Bus|Sydney CBD|16|1200|1100
2021-08-30|Bus|Wollongong and surrounds|16|100|100
2021-08-30|Bus|All - NSW|16|12800|13300
2021-08-30|Bus|Chatswood|17|100|100
2021-08-30|Bus|Macquarie Park|17|200|100
2021-08-30|Bus|Newcastle and surrounds|17|<50|<50
2021-08-30|Bus|North Sydney|17|100|100
2021-08-30|Bus|Other|17|8900|9800
2021-08-30|Bus|Parramatta|17|300|300
2021-08-30|Bus|Strathfield|17|100|100
2021-08-30|Bus|Sydney CBD|17|1300|900
2021-08-30|Bus|Wollongong and surrounds|17|100|100
2021-08-30|Bus|All - NSW|17|11100|11500
2021-08-30|Bus|Chatswood|18|100|100
2021-08-30|Bus|Macquarie Park|18|100|100
2021-08-30|Bus|Newcastle and surrounds|18|<50|<50
2021-08-30|Bus|North Sydney|18|100|100
2021-08-30|Bus|Other|18|5300|6600
2021-08-30|Bus|Parramatta|18|200|200
2021-08-30|Bus|Strathfield|18|100|100
2021-08-30|Bus|Sydney CBD|18|900|700
2021-08-30|Bus|Wollongong and surrounds|18|<50|<50
2021-08-30|Bus|All - NSW|18|6800|7900
2021-08-30|Bus|Chatswood|19|<50|<50
2021-08-30|Bus|Macquarie Park|19|<50|<50
2021-08-30|Bus|Newcastle and surrounds|19|<50|<50
2021-08-30|Bus|North Sydney|19|<50|<50
2021-08-30|Bus|Other|19|2800|3200
2021-08-30|Bus|Parramatta|19|100|200
2021-08-30|Bus|Strathfield|19|<50|100
2021-08-30|Bus|Sydney CBD|19|400|300
2021-08-30|Bus|Wollongong and surrounds|19|<50|<50
