trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2020-08-02|Bus|Chatswood|0|<50|<50
2020-08-02|Bus|Macquarie Park|0|<50|<50
2020-08-02|Bus|Newcastle and surrounds|0|<50|<50
2020-08-02|Bus|North Sydney|0|<50|<50
2020-08-02|Bus|Other|0|1400|1800
2020-08-02|Bus|Parramatta|0|<50|<50
2020-08-02|Bus|Strathfield|0|<50|<50
2020-08-02|Bus|Sydney CBD|0|700|300
2020-08-02|Bus|Wollongong and surrounds|0|<50|<50
2020-08-02|Bus|All - NSW|0|2100|2100
2020-08-02|Bus|Chatswood|1|<50|<50
2020-08-02|Bus|Macquarie Park|1|<50|<50
2020-08-02|Bus|Newcastle and surrounds|1|<50|<50
2020-08-02|Bus|North Sydney|1|<50|<50
2020-08-02|Bus|Other|1|600|900
2020-08-02|Bus|Parramatta|1|<50|<50
2020-08-02|Bus|Strathfield|1|<50|<50
2020-08-02|Bus|Sydney CBD|1|400|200
2020-08-02|Bus|All - NSW|1|1000|1100
2020-08-02|Bus|Chatswood|2|<50|<50
2020-08-02|Bus|Macquarie Park|2|<50|<50
2020-08-02|Bus|North Sydney|2|<50|<50
2020-08-02|Bus|Other|2|400|600
2020-08-02|Bus|Parramatta|2|<50|<50
2020-08-02|Bus|Strathfield|2|<50|<50
2020-08-02|Bus|Sydney CBD|2|400|200
2020-08-02|Bus|All - NSW|2|800|800
2020-08-02|Bus|Chatswood|3|<50|<50
2020-08-02|Bus|Macquarie Park|3|<50|<50
2020-08-02|Bus|North Sydney|3|<50|<50
2020-08-02|Bus|Other|3|300|500
2020-08-02|Bus|Parramatta|3|<50|<50
2020-08-02|Bus|Strathfield|3|<50|<50
2020-08-02|Bus|Sydney CBD|3|300|100
2020-08-02|Bus|All - NSW|3|600|600
2020-08-02|Bus|Chatswood|4|<50|<50
2020-08-02|Bus|Macquarie Park|4|<50|<50
2020-08-02|Bus|North Sydney|4|<50|<50
2020-08-02|Bus|Other|4|300|400
2020-08-02|Bus|Parramatta|4|<50|<50
2020-08-02|Bus|Strathfield|4|<50|<50
2020-08-02|Bus|Sydney CBD|4|200|100
2020-08-02|Bus|All - NSW|4|500|500
2020-08-02|Bus|Chatswood|5|<50|<50
2020-08-02|Bus|Macquarie Park|5|<50|<50
2020-08-02|Bus|North Sydney|5|<50|<50
2020-08-02|Bus|Other|5|600|600
2020-08-02|Bus|Parramatta|5|<50|<50
2020-08-02|Bus|Strathfield|5|<50|<50
2020-08-02|Bus|Sydney CBD|5|300|100
2020-08-02|Bus|All - NSW|5|900|700
2020-08-02|Bus|Chatswood|6|<50|<50
2020-08-02|Bus|Macquarie Park|6|<50|<50
2020-08-02|Bus|Newcastle and surrounds|6|<50|<50
2020-08-02|Bus|North Sydney|6|<50|<50
2020-08-02|Bus|Other|6|1800|1700
2020-08-02|Bus|Parramatta|6|100|100
2020-08-02|Bus|Sydney CBD|6|500|300
2020-08-02|Bus|All - NSW|6|2400|2100
2020-08-02|Bus|Chatswood|7|100|100
2020-08-02|Bus|Macquarie Park|7|<50|100
2020-08-02|Bus|Newcastle and surrounds|7|<50|<50
2020-08-02|Bus|North Sydney|7|<50|<50
2020-08-02|Bus|Other|7|4000|3500
2020-08-02|Bus|Parramatta|7|200|200
2020-08-02|Bus|Strathfield|7|100|<50
2020-08-02|Bus|Sydney CBD|7|800|500
2020-08-02|Bus|Wollongong and surrounds|7|<50|<50
2020-08-02|Bus|All - NSW|7|5200|4400
2020-08-02|Bus|Chatswood|8|100|200
2020-08-02|Bus|Macquarie Park|8|100|100
2020-08-02|Bus|Newcastle and surrounds|8|<50|<50
2020-08-02|Bus|North Sydney|8|100|100
2020-08-02|Bus|Other|8|8000|6900
2020-08-02|Bus|Parramatta|8|300|300
2020-08-02|Bus|Strathfield|8|100|100
2020-08-02|Bus|Sydney CBD|8|1100|1000
2020-08-02|Bus|Wollongong and surrounds|8|<50|<50
2020-08-02|Bus|All - NSW|8|9800|8700
2020-08-02|Bus|Chatswood|9|200|200
2020-08-02|Bus|Macquarie Park|9|100|200
2020-08-02|Bus|Newcastle and surrounds|9|<50|<50
2020-08-02|Bus|North Sydney|9|100|100
2020-08-02|Bus|Other|9|11800|11300
2020-08-02|Bus|Parramatta|9|400|400
2020-08-02|Bus|Strathfield|9|100|100
2020-08-02|Bus|Sydney CBD|9|1700|1500
2020-08-02|Bus|Wollongong and surrounds|9|100|100
2020-08-02|Bus|All - NSW|9|14500|13900
2020-08-02|Bus|Chatswood|10|200|300
2020-08-02|Bus|Macquarie Park|10|100|200
2020-08-02|Bus|Newcastle and surrounds|10|<50|<50
2020-08-02|Bus|North Sydney|10|100|100
