trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2022-08-24|Bus|Chatswood|0|<50|<50
2022-08-24|Bus|Macquarie Park|0|<50|<50
2022-08-24|Bus|Newcastle and surrounds|0|<50|<50
2022-08-24|Bus|North Sydney|0|<50|<50
2022-08-24|Bus|Other|0|500|900
2022-08-24|Bus|Parramatta|0|<50|<50
2022-08-24|Bus|Strathfield|0|<50|<50
2022-08-24|Bus|Sydney CBD|0|300|100
2022-08-24|Bus|All - NSW|0|800|1000
2022-08-24|Bus|Chatswood|1|<50|<50
2022-08-24|Bus|Macquarie Park|1|<50|<50
2022-08-24|Bus|North Sydney|1|<50|<50
2022-08-24|Bus|Other|1|200|400
2022-08-24|Bus|Parramatta|1|<50|<50
2022-08-24|Bus|Strathfield|1|<50|<50
2022-08-24|Bus|Sydney CBD|1|200|100
2022-08-24|Bus|All - NSW|1|400|500
2022-08-24|Bus|Chatswood|2|<50|<50
2022-08-24|Bus|Macquarie Park|2|<50|<50
2022-08-24|Bus|North Sydney|2|<50|<50
2022-08-24|Bus|Other|2|200|300
2022-08-24|Bus|Parramatta|2|<50|<50
2022-08-24|Bus|Strathfield|2|<50|<50
2022-08-24|Bus|Sydney CBD|2|200|100
2022-08-24|Bus|All - NSW|2|400|400
2022-08-24|Bus|Chatswood|3|<50|<50
2022-08-24|Bus|Macquarie Park|3|<50|<50
2022-08-24|Bus|North Sydney|3|<50|<50
2022-08-24|Bus|Other|3|300|300
2022-08-24|Bus|Parramatta|3|<50|<50
2022-08-24|Bus|Strathfield|3|<50|<50
2022-08-24|Bus|Sydney CBD|3|100|100
2022-08-24|Bus|All - NSW|3|400|400
2022-08-24|Bus|Chatswood|4|<50|<50
2022-08-24|Bus|Macquarie Park|4|<50|<50
2022-08-24|Bus|North Sydney|4|<50|<50
2022-08-24|Bus|Other|4|1400|800
2022-08-24|Bus|Parramatta|4|<50|<50
2022-08-24|Bus|Strathfield|4|<50|<50
2022-08-24|Bus|Sydney CBD|4|100|200
2022-08-24|Bus|All - NSW|4|1500|1000
2022-08-24|Bus|Chatswood|5|100|<50
