trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2024-08-21|Bus|Chatswood|0|<100|<100
2024-08-21|Bus|Macquarie Park|0|<100|<100
2024-08-21|Bus|North Sydney|0|<100|<100
2024-08-21|Bus|Other|0|800|1000
2024-08-21|Bus|Parramatta|0|<100|<100
2024-08-21|Bus|Strathfield|0|<100|<100
2024-08-21|Bus|Sydney CBD|0|400|400
2024-08-21|Bus|All - NSW|0|1200|1400
2024-08-21|Bus|Chatswood|1|<100|<100
2024-08-21|Bus|Macquarie Park|1|<100|<100
2024-08-21|Bus|North Sydney|1|<100|<100
2024-08-21|Bus|Other|1|300|500
2024-08-21|Bus|Parramatta|1|<100|<100
2024-08-21|Bus|Strathfield|1|<100|<100
2024-08-21|Bus|Sydney CBD|1|300|200
2024-08-21|Bus|All - NSW|1|600|700
2024-08-21|Bus|Chatswood|2|<100|<100
2024-08-21|Bus|Macquarie Park|2|<100|<100
2024-08-21|Bus|North Sydney|2|<100|<100
2024-08-21|Bus|Other|2|300|300
2024-08-21|Bus|Parramatta|2|<100|<100
2024-08-21|Bus|Strathfield|2|<100|<100
2024-08-21|Bus|Sydney CBD|2|200|200
2024-08-21|Bus|All - NSW|2|500|500
2024-08-21|Bus|Chatswood|3|<100|<100
2024-08-21|Bus|Macquarie Park|3|<100|<100
2024-08-21|Bus|North Sydney|3|<100|<100
2024-08-21|Bus|Other|3|400|400
2024-08-21|Bus|Parramatta|3|<100|<100
2024-08-21|Bus|Strathfield|3|<100|<100
2024-08-21|Bus|Sydney CBD|3|200|200
2024-08-21|Bus|All - NSW|3|600|600
2024-08-21|Bus|Chatswood|4|<100|<100
2024-08-21|Bus|Macquarie Park|4|<100|<100
2024-08-21|Bus|North Sydney|4|<100|<100
2024-08-21|Bus|Other|4|1600|900
2024-08-21|Bus|Parramatta|4|100|<100
2024-08-21|Bus|Strathfield|4|<100|<100
2024-08-21|Bus|Sydney CBD|4|100|300
2024-08-21|Bus|All - NSW|4|1800|1200
2024-08-21|Bus|Chatswood|5|100|100
2024-08-21|Bus|Macquarie Park|5|100|100
2024-08-21|Bus|Newcastle and surrounds|5|<100|<100
2024-08-21|Bus|North Sydney|5|100|<100
2024-08-21|Bus|Other|5|10800|7700
2024-08-21|Bus|Parramatta|5|500|400
2024-08-21|Bus|Strathfield|5|100|100
2024-08-21|Bus|Sydney CBD|5|800|800
